,created_at,favorite_count,followers_count,geo,id,id_str,in_reply_to_screen_name,language,name_at_tweet_time,retweet_count,screen_name,search_term,search_term_group,source,text,user_created_at,user_location,ibm_watson_sentiment,ibm_watson_sentiment_label
11,2021-10-24 03:12:47,1,538,,1201323447189737472,1452110797455478784,,pt,Felipe Oliveira©,0,Felipe82Oficial,amazon prime,primevideo,Twitter for Android,Eu e Thayla estamos vendo séries na Amazon Prime e dividindo o pacote de Chocolícia 🎥📺👩‍❤️‍💋‍👨🍪,2019-12-02 02:14:31+00:00,São Paulo/SP,0.939939,positive
12,2021-10-24 01:17:17,0,13,,1271313407946289152,1452081730106630144,globoplay,pt,nanis,0,nanis_bsb,amazon prime,primevideo,Twitter Web App,"@globoplay amados, aproveitem que a amazon prime vai tirar a melhor série, vulgo hawaii 5-0, do catálogo e bota no… https://t.co/TWUxV8xMk3",2020-06-12 05:29:11+00:00,"São Paulo, Brasil",0.948877,positive
13,2021-10-24 01:08:36,1,100,,1145579258879840256,1452079546040213504,,pt,mds aleff 🕸️,0,al3ff_f,amazon prime,primevideo,Twitter for Android,tô entre Amazon Prime e HBO Max hm,2019-07-01 06:25:53+00:00,"Guarulhos, SP",0.0,neutral
14,2021-10-23 23:34:37,121,25060,,30488590,1452055892384522240,,pt,O advogato.,4,LeloSP,amazon prime,primevideo,Twitter for Android,"A versão série de ""Eu sei o que vocês fizeram no verão passado"" (Amazon Prime) é bem legal, tem droga, tem gay, tem… https://t.co/usb2dKWw1e",2009-04-11 17:47:19+00:00,"São Paulo, Brazil",0.65095,positive
15,2021-10-23 22:51:17,1,4065,,24061062,1452044987047321600,,pt,amandinha,1,laydmaxix,amazon prime,primevideo,Twitter for iPhone,amazon prime foi um dos primeiros streamings lançados pós netflix e ate hoje eles oferecem a pior e mais fétida exp… https://t.co/tcIr2sMxF9,2009-03-12 23:01:31+00:00,Sao Paulo - Brazil,0.344479,positive
16,2021-10-23 21:45:46,0,733,,60616416,1452028498395254784,,pt,Carolina Reis 🌙,0,carol_reeis,amazon prime,primevideo,Twitter for iPhone,Encontrei um série nova pra assistir na Amazon prime,2009-07-27 14:49:52+00:00,"São Paulo, Brasil",0.0,neutral
17,2021-10-23 19:15:02,12,14799,,43755903,1451990566489759744,,pt,Patrux 🦦,0,Patrux08,amazon prime,primevideo,TweetDeck,O filme do Porta dos Fundos que saiu na Amazon Prime é muito bom HDUASHUDAHSU,2009-05-31 21:06:23+00:00,"São Paulo, Brasil",0.804654,positive
18,2021-10-23 18:06:24,0,532,,15061151,1451973294312337408,,pt,Alexandre  Andrade,0,alexandretaz,amazon prime,primevideo,Twitter for Android,"Estou assistindo o novo twilight zone da Amazon prime e apesar de ser bem produzido, sinto falta do original, era c… https://t.co/7QvCYIeydm",2008-06-09 16:07:59+00:00,"São Paulo, Brasil",0.834995,positive
19,2021-10-23 17:30:50,0,2480,,55887107,1451964344728698880,PrimeVideoBR,pt,Daniel Valentim,0,danielvalentim1,amazon prime,primevideo,Twitter for iPhone,@PrimeVideoBR Obrigado dona Amazon Prime,2009-07-11 17:58:57+00:00,"São Paulo, Brasil",0.863148,positive
20,2021-10-23 15:31:28,0,235,,4065095560,1451934305173872640,,pt,rvls,0,lc_rvlls,amazon prime,primevideo,Twitter for Android,A usabilidade do THE PIRATE BAY era melhor que a da Amazon Prime https://t.co/abXUiSak8V,2015-10-29 03:16:03+00:00,"São Paulo, Brasil",0.691969,positive
21,2021-10-23 13:01:05,12,263211,,554182536,1451896460660785152,,pt,Canaltech,1,canaltech,amazon prime,primevideo,canalte.ch,5 filmes baseados em fatos reais para assistir no Prime Video https://t.co/X0h4NttbVW,2012-04-15 05:28:53+00:00,"São Paulo, Brasil",0.0,neutral
22,2021-10-23 12:23:11,1,276,,387965345,1451886921060343808,StephenKing_BR,pt,Nati Rocha,0,ufmlit,amazon prime,primevideo,Twitter for Android,"@StephenKing_BR É possível sim. Se você for cliente Prime, a Amazon tem um programa pra otimizar o tempo de entrega… https://t.co/I0Qvf2UW4c",2011-10-09 23:28:06+00:00,São Paulo,0.584937,positive
23,2021-10-23 12:15:15,2,70,,1559392904,1451884924114546688,,pt,nizix,0,nxizx,amazon prime,primevideo,Twitter for Android,O dono da Amazon tem tanto dinheiro e não manda arrumar a interface da prime mano https://t.co/cEqFCeE0lw,2013-07-01 02:02:25+00:00,"São Paulo, Brasil",-0.643744,negative
24,2021-10-23 04:13:19,0,148,,1018616167349485568,1451763644409204736,,pt,ɒииɘ 🪐,0,arcticygnus,amazon prime,primevideo,Twitter for iPhone,"achei literalmente todos os filmes da lista na amazon, mas nenhum tá disponível no prime 🤡🤡",2018-07-15 21:59:54+00:00,"São Paulo, Brasil",-0.763157,negative
25,2021-10-23 03:49:53,1,84,,737534548452376576,1451757743430320128,MaraStn,pt,Mara Stn,0,MaraStn,amazon prime,primevideo,Twitter for iPhone,A @philco_brasil vende tv com aplicativos limitados como acuweather (qm precisa disso numa tv?) e ñ existe nenhuma… https://t.co/dEe719DR24,2016-05-31 06:41:53+00:00,"São Paulo, Brasil",-0.88062,negative
26,2021-10-23 03:30:09,1,285,,266183661,1451752779542839296,,pt,Jean,0,jeracaoje,amazon prime,primevideo,Twitter Web App,"A Globo aprovou diversas cenas gays seguindo a estratégia de Netflix, HBO, Amazon Prime... #VerdadesSecretas2",2011-03-14 20:24:02+00:00,"São Paulo, Brasil",0.0,neutral
27,2021-10-23 02:37:53,0,394,,1870417843,1451739624557223936,,pt,GUILHERME,0,guiisaantanaa,amazon prime,primevideo,Twitter for iPhone,Quem tem Amazon prime corram agora pra assistir https://t.co/cli1k3SrjP,2013-09-16 05:40:51+00:00,São Paulo Brasil,-0.519327,negative
28,2021-10-23 02:19:23,4,44326,,105538252,1451734969777332224,,pt,"Reduto do Rock (Vacinado 💉, quando sair use 😷)",0,redutodorock,amazon prime,primevideo,Twitter for Android,"Coldplay AO VIVO no Prime Video, da Amazon, e no https://t.co/UjyoPT0CKI. Vem!!! https://t.co/MTzIwWp4Ul",2010-01-16 17:16:00+00:00,"São Paulo, Brasil",0.898648,positive
29,2021-10-23 01:58:53,0,251,,1183044906656419840,1451729810133291008,GFleao,pt,A REVOLUÇÃO DOS BICHOS 🐖🐷🐽🥓🐗 🇧🇷,0,GFleao,amazon prime,primevideo,Twitter for Android,"Filme Bravestorm, disponível na Amazon Prime.",2019-10-12 15:41:52+00:00,"São Paulo, Brasil",0.0,neutral
30,2021-10-23 01:30:56,0,251,,1183044906656419840,1451722779489931264,GFleao,pt,A REVOLUÇÃO DOS BICHOS 🐖🐷🐽🥓🐗 🇧🇷,0,GFleao,amazon prime,primevideo,Twitter for Android,"Por trás de tudo isso, estão eles, os anjos caídos, mais conhecidos como demônios!👹🤖👹🤖

Filme: Bravestorm, no Amazo… https://t.co/E1Zzj8kz39",2019-10-12 15:41:52+00:00,"São Paulo, Brasil",0.79677,positive
31,2021-10-23 00:57:59,0,251,,1183044906656419840,1451714483949383680,GFleao,pt,A REVOLUÇÃO DOS BICHOS 🐖🐷🐽🥓🐗 🇧🇷,0,GFleao,amazon prime,primevideo,Twitter for Android,"Filme: Bravestorm - A Batalha, disponível na Amazon Prime",2019-10-12 15:41:52+00:00,"São Paulo, Brasil",0.0,neutral
32,2021-10-23 00:50:14,0,293,,33918234,1451712533241507840,mandsec,pt,Amanda,0,mandsec,amazon prime,primevideo,Twitter for Android,Madres (2021): Um dos filmes da Welcome to Blumhouse disponibilizados este mês no Amazon Prime. Tem vários componen… https://t.co/VNrutqDCIA,2009-04-21 14:25:03+00:00,São Paulo,0.754055,positive
33,2021-10-23 00:15:22,1,13377,,131059506,1451703759239852032,doring_fpv,pt,Ale Garattoni ,0,alegarattoni,amazon prime,primevideo,Twitter Web App,"@doring_fpv essas eram coisas q não tem na Amazon! 

Mas eu tenho o Prime e – de caixa de cotonetes em caixa de cot… https://t.co/fdNwI6Fm9d",2010-04-09 04:17:02+00:00,São Paulo | Brasil,-0.5286,negative
34,2021-10-22 22:02:34,3,721,,211715438,1451670341932224512,,pt,Victor Miller,0,victor_miller,amazon prime,primevideo,WordPress.com,Amazon Prime Video estreia reality com grupo de amigas lésbicas https://t.co/mgdvKJnhXu,2010-11-04 01:24:10+00:00,"São Paulo, SP",0.0,neutral
35,2021-10-22 22:02:33,3,2217,,97077598,1451670337138184192,,pt,vinícius,0,audaznavegante,amazon prime,primevideo,WordPress.com,Amazon Prime Video estreia reality com grupo de amigas lésbicas https://t.co/ajQCuHApZz,2009-12-15 22:36:26+00:00,"São Paulo, Brasil",0.0,neutral
36,2021-10-22 21:30:58,1,2291,,951496294278844416,1451662387568955392,,pt,aninha ♡ | daryki me segue pf,0,darykistan,amazon prime,primevideo,Twitter for iPhone,"E estamos online com uma pequena tentativa de voltar a jogar Dead by Daylight em live, sextou! Assina o amazon prim… https://t.co/eyMakHcsqm",2018-01-11 16:49:29+00:00,"São Paulo, Brasil",0.888925,positive
37,2021-10-22 21:30:50,0,466,,1116397437529350144,1451662352437452800,,pt,aninha ♡ #Calamidade,0,cohenosnf,amazon prime,primevideo,Twitter for iPhone,"E estamos online com uma pequena tentativa de voltar a jogar Dead by Daylight em live, sextou! Assina o amazon prim… https://t.co/JX0RwfQTRo",2019-04-11 17:47:45+00:00,ela/dela,0.888925,positive
38,2021-10-22 21:30:43,0,1301,,64785602,1451662325015093248,,pt,twitch.tv/aninhatube ♡,0,carolatube,amazon prime,primevideo,Twitter for iPhone,"E estamos online com uma pequena tentativa de voltar a jogar Dead by Daylight em live, sextou! Assina o amazon prim… https://t.co/1Y9Rm0cSu0",2009-08-11 18:11:58+00:00,,0.888925,positive
39,2021-10-22 21:12:25,1,12,,1422000872704421890,1451657721321693184,,pt,luquinhas,0,glx_n_sk,amazon prime,primevideo,Twitter for iPhone,sinto que como assino o prime preciso comprar coisa da Amazon todo dia pra aproveitar o frete grátis tipo tem como… https://t.co/B5YFXsQdm7,2021-08-02 01:06:52+00:00,"São Paulo, Brasil",-0.399373,negative
40,2021-10-22 21:03:11,0,131,,36228975,1451655396632969216,,pt,Além da Linguagem | André Cavallini,0,andrecavallini,amazon prime,primevideo,Tumblr,"Podcast Guia de Terror - Episódio #2 Podcast Guia de Terror – Episódio #2 Saudações, fãs do Terror! Neste episódio,… https://t.co/5Qq60JbMcK",2009-04-29 00:34:10+00:00,São Paulo,0.60853,positive
41,2021-10-22 19:43:27,0,184,,1056288314154762240,1451635330449350656,,pt,Meleka Pop - Filmes e séries,0,melekapop,amazon prime,primevideo,WordPress.com,“Peçanha Contra o Animal” | Filme do Porta dos Fundo estreia nesta sexta na Amazon Prime Video https://t.co/FM1HaGsRgG,2018-10-27 20:55:33+00:00,"Guarulhos, Brasil",0.0,neutral
42,2021-10-22 18:25:27,15,112849,,244084389,1451615700221636608,,pt,gaybol,0,gaybol,amazon prime,primevideo,Twitter for iPhone,Aproveitar a folga pra ver Werewolves Within da @UbisoftBrasil la no Amazon Prime! Filme baseado no jogo com mesmo… https://t.co/Pgi8arpy8H,2011-01-28 13:44:30+00:00,São Paulo,0.863751,positive
43,2021-10-22 15:57:38,1,225,,1067808799073947648,1451578503598678016,,pt,Alex Assis,0,alexassisca,amazon prime,primevideo,Twitter for iPhone,Comecei mais uma série da Amazon Prime,2018-11-28 15:53:51+00:00,"São Paulo, Brasil",0.0,neutral
44,2021-10-22 15:28:23,2,234,,1304903972088668161,1451571139889831936,hfloret,pt,Wanderson Santana,0,mrsantanapls,amazon prime,primevideo,Twitter for Android,@hfloret O Amazon Prime tem mais conteúdo desse tipo então acredito que seria essa a melhor opção.,2020-09-12 22:05:35+00:00,"São Paulo,Brasil",0.854451,positive
45,2021-10-22 15:25:00,5,6991,,1146281898232164354,1451570288223657984,,pt,Portal das Guria,3,portaldasguria,amazon prime,primevideo,Twitter Web App,"Que tal música ao vivo hoje?

Amazon Music fará Livestream às 23h (Br-DF) do show exclusivo do #Coldplay para o lan… https://t.co/P1TMetvZUm",2019-07-03 04:57:56+00:00,"São Paulo, Brasil",0.0,neutral
46,2021-10-22 15:06:12,0,113,,212411751,1451565557237620736,,pt,B is for Boring,0,_bruhfernandez,amazon prime,primevideo,Twitter for iPhone,Recebendo um SMS falso da “Vivo” dizendo que tenho um plano liberado com desconto pra Amazon prime que se eu clicar… https://t.co/cdx02FtIds,2010-11-06 00:39:29+00:00,"São Paulo, Brasil",-0.921974,negative
47,2021-10-22 13:19:08,13,55870,,14500217,1451538614811250688,,pt,CinePOP,1,cinepop,amazon prime,primevideo,cinepop,'Um Lobo Entre Nós': Comédia de terror estreia na Amazon Prime Video - https://t.co/knie3BNnay https://t.co/rqeywPHzhH,2008-04-23 20:21:53+00:00,São Paulo,0.0,neutral
48,2021-10-22 13:10:05,44,7701,,300456517,1451536337119629312,,pt,Editora Nacional,3,EditoraNacional,amazon prime,primevideo,Twitter Web App,"Vocês sabiam que ‘'Felix para sempre'' ganhará uma adaptação em série pela Amazon Prime Video?

Conheça já essa his… https://t.co/cpkdBo8RoH",2011-05-17 19:59:37+00:00,São Paulo,0.0,neutral
49,2021-10-22 13:01:25,0,101,,1227990209570263040,1451534157306339328,,pt,Nerd Recomenda,0,NerdRecomenda,amazon prime,primevideo,WordPress.com,Manhãs de Setembro: Amazon Prime Video anuncia produção da 2ª temporada da série brasileira https://t.co/I0Vy5mMhYJ,2020-02-13 16:17:52+00:00,São Paulo,0.0,neutral
50,2021-10-22 06:51:27,2,450,,1170857504886198272,1451441051332456448,,pt,leri,0,winelyzt,amazon prime,primevideo,Twitter for iPhone,"indo assistir o episódio 5 de i know what you did last summer, inclusive, essa série ta muito boa e tem na amazon prime",2019-09-09 00:32:45+00:00,"São Paulo, Brasil",0.713,positive
51,2021-10-22 04:49:17,0,546,,1259844134103367681,1451410306228441088,,pt,ana,0,anaschuindtf,amazon prime,primevideo,Twitter for iPhone,nao gente eu sofri o maior queerbait da historia dos queerbaits isso deveria ser ilegal amazon prime sua desgraçadaaaaa,2020-05-11 13:53:53+00:00,"Sao Paulo, Brazil",-0.976387,negative
52,2021-10-22 04:39:49,1,103,,1175958216678752256,1451407923922587648,,pt,Camunga,0,pedrodkid,amazon prime,primevideo,Twitter for Android,"Que odio, tava vendo HIMYM e descobri que o Lin Manuel Miranda apareceu e eu não consigo tirar print na Amazon prime",2019-09-23 02:21:14+00:00,"Sao Paulo, Brazil",-0.873677,negative
53,2021-10-22 02:23:57,0,284,,83901193,1451373731109130240,israeldelduque,pt,Israel Del Duque,0,israeldelduque,amazon prime,primevideo,TweetDeck,inclusive muito feliz que entrou pro catálogo da amazon prime,2009-10-20 18:45:28+00:00,"São Paulo, Brasil",0.862283,positive
54,2021-10-22 01:56:38,1,128,,882851432118013953,1451366858087706624,danielagomesphd,pt,Tailan Farias Souza,0,tailan_farias,amazon prime,primevideo,Twitter for Android,"@danielagomesphd @silviolual E tem o bônus de que esse livro tá no Amazon Prime Reading, caso a pessoa não tenha como comprar",2017-07-06 06:39:18+00:00,"São Paulo, Brasil",0.660087,positive
55,2021-10-22 01:21:32,35,2176,,1045388879552024577,1451358022589165568,,pt,Matheus Amaral,1,cinestera,amazon prime,primevideo,Twitter for iPhone,"A RADIAÇÃO!!!! AÍ QUE DELÍCIA ESSA NOTA!!! Ninguém tá gostando da bomba 🙌🙌

Episódio 5 de ‘Eu Sei O Que Vocês Fizer… https://t.co/d5W3aoJg3a",2018-09-27 19:05:06+00:00,"São Paulo, Brasil",0.87803,positive
56,2021-10-22 00:08:43,1,174,,1198135826,1451339700745248768,mncbecker,pt,lu,0,comsesemacento,amazon prime,primevideo,Twitter for Android,@mncbecker pensando na musica da taylor mas tb na serie adolescente do amazon prime,2013-02-19 17:40:24+00:00,"São Paulo, Brasil",0.0,neutral
57,2021-10-21 23:14:41,4,84,,1103806188,1451326100559237120,,pt,larissa 🧚🏻‍♀️,0,lariimartiins__,amazon prime,primevideo,Twitter for iPhone,"4 meses já q parou de ficar cmg, tá namorando outra e continua usando minha conta da amazon prime, é muita tiraçao… https://t.co/UVMxWZIxXg",2013-01-19 14:23:48+00:00,São Paulo,-0.77064,negative
58,2021-10-21 23:11:02,7,263211,,554182536,1451325183814299648,,pt,Canaltech,1,canaltech,amazon prime,primevideo,canalte.ch,Lançamentos do Amazon Prime Video na semana (21/10/2021) https://t.co/u2s6UPlz2D,2012-04-15 05:28:53+00:00,"São Paulo, Brasil",0.726901,positive
59,2021-10-21 22:33:44,2,9887,,34113994,1451315795716415488,,pt,Cacilda N.C. #vacinaparatodos 💉,0,cacildanc,amazon prime,primevideo,Twitter for iPhone,"Suspeita: suspense tcheco com tensão permanente, no site do ⁦@miguelbarbieri⁩  https://t.co/w4vxS1S80V",2009-04-22 00:43:54+00:00,"São Paulo, Brasil",0.643344,positive
60,2021-10-21 22:11:51,0,72,,1232481360377532416,1451310290335932416,,pt,ana gabi e outras 589 pessoas,0,gabiisoffo,amazon prime,primevideo,Twitter for Android,Amazon prime eu te amo♥️♥️♥️♥️♥️,2020-02-26 01:43:58+00:00,"São Paulo, Brasil",0.998032,positive
61,2021-10-21 21:32:49,0,2291,,951496294278844416,1451300465975730176,,pt,aninha ♡ | daryki me segue pf,0,darykistan,amazon prime,primevideo,Twitter for iPhone,"Estamos online, jogando o modo da Horda de Fortnite e fazendo umas missões só bora! Assina o amazon prime? Escorreg… https://t.co/cEEDA6axus",2018-01-11 16:49:29+00:00,"São Paulo, Brasil",0.411862,positive
62,2021-10-21 21:32:42,0,466,,1116397437529350144,1451300436317777920,,pt,aninha ♡ #Calamidade,0,cohenosnf,amazon prime,primevideo,Twitter for iPhone,"Estamos online, jogando o modo da Horda de Fortnite e fazendo umas missões só bora! Assina o amazon prime? Escorreg… https://t.co/1gJwkAzfgC",2019-04-11 17:47:45+00:00,ela/dela,0.411862,positive
63,2021-10-21 21:32:37,0,1301,,64785602,1451300416172564480,,pt,twitch.tv/aninhatube ♡,0,carolatube,amazon prime,primevideo,Twitter for iPhone,"Estamos online, jogando o modo da Horda de Fortnite e fazendo umas missões só bora! Assina o amazon prime? Escorreg… https://t.co/bt2Z8yTlEV",2009-08-11 18:11:58+00:00,,0.411862,positive
64,2021-10-21 20:55:00,0,445,,1362467263824211968,1451290947745161216,,pt,Marcos Belaine,0,BelaineMarcos,amazon prime,primevideo,Twitter Web App,"Compre online produtos de Esporte, Aventura e Lazer. Encontre futebol e outros esportes de diversos modelos, marcas… https://t.co/rQEwuqoyXX",2021-02-18 18:21:48+00:00,"São Paulo, Brasil",0.746187,positive
65,2021-10-21 20:49:46,8,172609,,148854179,1451289632113520640,,pt,B9,2,brains9,amazon prime,primevideo,B9,Amazon Prime Video lança seção de locação de filmes - https://t.co/ghDSqF1RFP https://t.co/Ehxe4VNrJ0,2010-05-27 19:49:33+00:00,"São Paulo, BR",0.0,neutral
66,2021-10-21 20:47:16,1,97,,3393046223,1451289003198763008,yumekoane,pt,oTioDoKibe,0,otiodokibe,amazon prime,primevideo,Twitter Web App,"@yumekoane já, é de boa, só descofie de promoções mt absurdas.
se assinar o amazon prime tem frete gratis ainda 👌",2015-07-29 01:47:23+00:00,São Paulo,0.90438,positive
67,2021-10-21 20:20:19,4,104,,754838533009965056,1451282220224765952,,pt,ParsaGeeks,0,ParsaGeeks,amazon prime,primevideo,Twitter for Android,"Peçanha Contra o Animal estreia em 22 de outubro exclusivamente no Amazon Prime Video.

Saiba mais dessa novidade⬇… https://t.co/X8mf2tLi0W",2016-07-18 00:41:45+00:00,"São Paulo, Brasil",0.0,neutral
68,2021-10-21 19:00:36,0,101,,1227990209570263040,1451262157908291584,,pt,Nerd Recomenda,0,NerdRecomenda,amazon prime,primevideo,WordPress.com,Peçanha Contra o Animal Estreia em 22 de Outubro Exclusivamente no Amazon Prime Video https://t.co/3AFEsyDMyZ,2020-02-13 16:17:52+00:00,São Paulo,0.0,neutral
69,2021-10-21 18:20:31,0,74,,1123006984813518850,1451252071433392128,,pt,Nerdlicious,0,NerdliciousBR,amazon prime,primevideo,TweetDeck,"O filme é curto, e ainda bem!

https://t.co/jJuk8X7f8u",2019-04-29 23:31:44+00:00,"Guarulhos, Brasil",0.911711,positive
70,2021-10-21 18:20:29,0,776,,4869294694,1451252062503809024,,pt,GuaruTrolls,0,GuaruTrollsBlog,amazon prime,primevideo,TweetDeck,"O filme é curto, e ainda bem!

https://t.co/BjDsuSbRjx",2016-02-01 13:48:07+00:00,"Guarulhos, São Paulo",0.911711,positive
71,2021-10-21 18:20:27,0,2011,,2678300664,1451252053330825216,,pt,Guarulhos em Rede,0,GuarulhosEmRede,amazon prime,primevideo,TweetDeck,"O filme é curto, e ainda bem!

https://t.co/B0zipQZJ7o",2014-07-25 01:09:21+00:00,"Guarulhos, São Paulo",0.911711,positive
72,2021-10-21 17:42:08,11,55870,,14500217,1451242411494096896,,pt,CinePOP,1,cinepop,amazon prime,primevideo,cinepop,'Na Mente do Demônio': Terror de Neill Blomkamp é DETONADO pelos assinantes do Amazon Prime; Confira as reações! -… https://t.co/PdK7WUeSLb,2008-04-23 20:21:53+00:00,São Paulo,0.0,neutral
73,2021-10-21 17:27:10,1435,17171,,1078257960827211777,1451238646548508672,,pt,matheus theodoro,51,math_theodoro,amazon prime,primevideo,Twitter for iPhone,a gente deu errado mas pelo menos eu ainda tenho a conta dela no amazon prime🙏🏽,2018-12-27 11:55:05+00:00,"Sao Paulo, Brazil",-0.443357,negative
74,2021-10-21 17:05:11,60,12792,,889895358322683906,1451233112881565696,,pt,HQzona ,9,HQzonna,amazon prime,primevideo,Twitter Web App,"Hoje é um ótimo dia pra assistir 'Professor Marston e as Mulheres-Maravilhas', história que conta a vida do criador… https://t.co/Ly9uedWqTt",2017-07-25 17:09:21+00:00,"São Paulo, Brasil",0.926713,positive
75,2021-10-21 16:45:40,2,8897,,809294954044551169,1451228200055549952,,pt,Desconto Gamer ❁ Epic Games: DESCONTOGAMER,0,DescontoGamer,amazon prime,primevideo,TweetDeck,"PS5 com Leitor na Amazon!

R$ 4.399,90 Em até 10x

Link 1: https://t.co/AmhhQDA4Aa
Link 2: https://t.co/DWi1C9yHGV… https://t.co/f7bKUG7uKi",2016-12-15 07:12:07+00:00,"São Paulo, Brasil",0.8794,positive
76,2021-10-21 15:19:59,7,1808021,,29913589,1451206640167014400,,pt,Revista ISTOÉ,0,RevistaISTOE,amazon prime,primevideo,Hootsuite Inc.,"O longa é dirigido e roteirizado por Neill Blomkamp, diretor dos filmes 'Elysium', 'Chappie' e 'Distrito 9' https://t.co/RB8P7RyeVo",2009-04-09 03:49:20+00:00,"São Paulo, SP, Brasil",0.0,neutral
77,2021-10-21 13:54:13,0,868,,32762520,1451185056999903232,AmazonHelp,pt,Paulo Almeida,0,DarkHoward,amazon prime,primevideo,Twitter for Android,"@AmazonHelp O pedido foi enviado pela Amazon. Entrega Prime, que não tá sendo muito prime e estou aguardando a nova… https://t.co/rw1xDG7vr0",2009-04-18 03:29:15+00:00,Diadema/SP,-0.749179,negative
78,2021-10-21 13:23:57,9,2692,,8468562,1451177439514841088,,pt,Cláudia Fusco,0,claufusco,amazon prime,primevideo,Twitter Web App,"pensando no que estou escrevendo no momento, adaptação pra Netflix ou Amazon Prime &lt;3 de preferência no estilo She-… https://t.co/nRd9afXhrO",2007-08-27 19:00:40+00:00,Sampa,0.815241,positive
79,2021-10-21 13:08:07,1,364,,1033372249921933319,1451173452933734400,rodrigogatti,pt,GamePlayBrasilStudios™ #UnboringTheFuture🏆💎,0,GPlayBRStudios,amazon prime,primevideo,Twitter for Android,"@rodrigogatti Penso que um dia isso vai acontecer... ainda haverá a exclusividade, porém atrelada a um serviço, com… https://t.co/ctMpWIcaXI",2018-08-25 15:15:18+00:00,"São Paulo, Brasil",-0.336288,negative
